source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,source.ligand,target.receptor,ligand.pvalues,ligand.logFC,ligand.pct.1,ligand.pct.2,receptor.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2
LSEC Zone 2&3 1,T/NK Cells,BMP6,ACVR1_BMPR2,0.022044419228305922,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,T/NK Cells.ACVR1_BMPR2,7.941910740148475e-26,0.8324193766623333,0.721,0.336,1.900143936318856e-7,0.2983426628433271,0.389,0.12
LSEC Zone 2&3 2,T/NK Cells,BMP6,ACVR1_BMPR2,0.04500766154612461,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,T/NK Cells.ACVR1_BMPR2,5.903922037143978e-48,1.229513413575137,0.901,0.427,1.900143936318856e-7,0.2983426628433271,0.389,0.12
LSEC Zone 2&3 3,T/NK Cells,BMP6,ACVR1_BMPR2,0.03805448991621823,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,T/NK Cells.ACVR1_BMPR2,2.7922119240983317e-41,1.1046377312495315,0.866,0.32,1.900143936318856e-7,0.2983426628433271,0.389,0.12
Portal Endothelial,B/Plasma Cells,BMP6,ACVR1_BMPR2,0.011901497241693303,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,B/Plasma Cells.ACVR1_BMPR2,3.2975026056126175e-54,0.8190758539915172,0.638,0.128,0.001050648104176549,0.24676107236374112,0.28800000000000003,0.1395
LSEC Zone 1,B/Plasma Cells,BMP6,ACVR1_BMPR2,0.014691964979280561,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,B/Plasma Cells.ACVR1_BMPR2,0.22885028473291041,-0.25640809524746855,0.622,0.659,0.001050648104176549,0.24676107236374112,0.28800000000000003,0.1395
LSEC Zone 2&3 1,B/Plasma Cells,BMP6,ACVR1_BMPR2,0.012847048195334405,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,B/Plasma Cells.ACVR1_BMPR2,7.941910740148475e-26,0.8324193766623333,0.721,0.336,0.001050648104176549,0.24676107236374112,0.28800000000000003,0.1395
LSEC Zone 2&3 2,B/Plasma Cells,BMP6,ACVR1_BMPR2,0.026489073270783075,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,B/Plasma Cells.ACVR1_BMPR2,5.903922037143978e-48,1.229513413575137,0.901,0.427,0.001050648104176549,0.24676107236374112,0.28800000000000003,0.1395
LSEC Zone 2&3 3,B/Plasma Cells,BMP6,ACVR1_BMPR2,0.02232991814628637,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,B/Plasma Cells.ACVR1_BMPR2,2.7922119240983317e-41,1.1046377312495315,0.866,0.32,0.001050648104176549,0.24676107236374112,0.28800000000000003,0.1395
Endothelial Progenitor,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.005808223865438296,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,2.33953718582689e-7,0.4925117847388004,0.383,0.089,1.3971047741605702e-6,0.37602950097043425,0.5115000000000001,0.2995
Portal Endothelial,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.029049482436993006,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,3.2975026056126175e-54,0.8190758539915172,0.638,0.128,1.3971047741605702e-6,0.37602950097043425,0.5115000000000001,0.2995
LSEC Zone 1,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.0357152029455799,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,0.22885028473291041,-0.25640809524746855,0.622,0.659,1.3971047741605702e-6,0.37602950097043425,0.5115000000000001,0.2995
LSEC Zone 2&3 1,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.03131423211395196,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,7.941910740148475e-26,0.8324193766623333,0.721,0.336,1.3971047741605702e-6,0.37602950097043425,0.5115000000000001,0.2995
LSEC Zone 2&3 2,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.06330855902234196,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,5.903922037143978e-48,1.229513413575137,0.901,0.427,1.3971047741605702e-6,0.37602950097043425,0.5115000000000001,0.2995
LSEC Zone 2&3 3,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.053687048901233235,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,2.7922119240983317e-41,1.1046377312495315,0.866,0.32,1.3971047741605702e-6,0.37602950097043425,0.5115000000000001,0.2995
Portal Endothelial,IZ 1,BMP6,ACVR1_BMPR2,0.009311077036982808,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 1.ACVR1_BMPR2,3.2975026056126175e-54,0.8190758539915172,0.638,0.128,7.95762305217504e-7,0.24183533007131888,0.4375,0.2475
LSEC Zone 1,IZ 1,BMP6,ACVR1_BMPR2,0.011494185560746448,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 1.ACVR1_BMPR2,0.22885028473291041,-0.25640809524746855,0.622,0.659,7.95762305217504e-7,0.24183533007131888,0.4375,0.2475
LSEC Zone 2&3 1,IZ 1,BMP6,ACVR1_BMPR2,0.010050824111905648,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 1.ACVR1_BMPR2,7.941910740148475e-26,0.8324193766623333,0.721,0.336,7.95762305217504e-7,0.24183533007131888,0.4375,0.2475
LSEC Zone 2&3 2,IZ 1,BMP6,ACVR1_BMPR2,0.02072359442293599,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 1.ACVR1_BMPR2,5.903922037143978e-48,1.229513413575137,0.901,0.427,7.95762305217504e-7,0.24183533007131888,0.4375,0.2475
LSEC Zone 2&3 3,IZ 1,BMP6,ACVR1_BMPR2,0.017469700145055972,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 1.ACVR1_BMPR2,2.7922119240983317e-41,1.1046377312495315,0.866,0.32,7.95762305217504e-7,0.24183533007131888,0.4375,0.2475
Portal Endothelial,IZ 2,BMP6,ACVR1_BMPR2,0.01598796335980487,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 2.ACVR1_BMPR2,3.2975026056126175e-54,0.8190758539915172,0.638,0.128,8.602150767546982e-20,0.3092294963432668,0.4685,0.229
LSEC Zone 1,IZ 2,BMP6,ACVR1_BMPR2,0.019696670475644846,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 2.ACVR1_BMPR2,0.22885028473291041,-0.25640809524746855,0.622,0.659,8.602150767546982e-20,0.3092294963432668,0.4685,0.229
LSEC Zone 2&3 1,IZ 2,BMP6,ACVR1_BMPR2,0.017246341489812276,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 2.ACVR1_BMPR2,7.941910740148475e-26,0.8324193766623333,0.721,0.336,8.602150767546982e-20,0.3092294963432668,0.4685,0.229
LSEC Zone 2&3 2,IZ 2,BMP6,ACVR1_BMPR2,0.03521151964328744,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 2.ACVR1_BMPR2,5.903922037143978e-48,1.229513413575137,0.901,0.427,8.602150767546982e-20,0.3092294963432668,0.4685,0.229
LSEC Zone 2&3 3,IZ 2,BMP6,ACVR1_BMPR2,0.02977174048082885,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 2.ACVR1_BMPR2,2.7922119240983317e-41,1.1046377312495315,0.866,0.32,8.602150767546982e-20,0.3092294963432668,0.4685,0.229
Portal Endothelial,IZ 3,BMP6,ACVR1_BMPR2,0.014836581142063631,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 3.ACVR1_BMPR2,3.2975026056126175e-54,0.8190758539915172,0.638,0.128,5.726323310104698e-6,0.20148137120586682,0.434,0.2945
LSEC Zone 1,IZ 3,BMP6,ACVR1_BMPR2,0.018278203618797912,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 3.ACVR1_BMPR2,0.22885028473291041,-0.25640809524746855,0.622,0.659,5.726323310104698e-6,0.20148137120586682,0.434,0.2945
LSEC Zone 2&3 1,IZ 3,BMP6,ACVR1_BMPR2,0.016004336459804175,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 3.ACVR1_BMPR2,7.941910740148475e-26,0.8324193766623333,0.721,0.336,5.726323310104698e-6,0.20148137120586682,0.434,0.2945
LSEC Zone 2&3 2,IZ 3,BMP6,ACVR1_BMPR2,0.03267574215465162,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 3.ACVR1_BMPR2,5.903922037143978e-48,1.229513413575137,0.901,0.427,5.726323310104698e-6,0.20148137120586682,0.434,0.2945
LSEC Zone 2&3 3,IZ 3,BMP6,ACVR1_BMPR2,0.027627711763136584,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 3.ACVR1_BMPR2,2.7922119240983317e-41,1.1046377312495315,0.866,0.32,5.726323310104698e-6,0.20148137120586682,0.434,0.2945
Portal Endothelial,IZ 4,BMP6,ACVR1_BMPR2,0.009082220469902732,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 4.ACVR1_BMPR2,3.2975026056126175e-54,0.8190758539915172,0.638,0.128,6.144204437374437e-8,0.21281396765582453,0.4405,0.252
LSEC Zone 1,IZ 4,BMP6,ACVR1_BMPR2,0.011211670461970483,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 4.ACVR1_BMPR2,0.22885028473291041,-0.25640809524746855,0.622,0.659,6.144204437374437e-8,0.21281396765582453,0.4405,0.252
LSEC Zone 2&3 1,IZ 4,BMP6,ACVR1_BMPR2,0.009803785332885756,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 4.ACVR1_BMPR2,7.941910740148475e-26,0.8324193766623333,0.721,0.336,6.144204437374437e-8,0.21281396765582453,0.4405,0.252
LSEC Zone 2&3 2,IZ 4,BMP6,ACVR1_BMPR2,0.02021423007568,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 4.ACVR1_BMPR2,5.903922037143978e-48,1.229513413575137,0.901,0.427,6.144204437374437e-8,0.21281396765582453,0.4405,0.252
LSEC Zone 2&3 3,IZ 4,BMP6,ACVR1_BMPR2,0.017040313127073423,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 4.ACVR1_BMPR2,2.7922119240983317e-41,1.1046377312495315,0.866,0.32,6.144204437374437e-8,0.21281396765582453,0.4405,0.252
Portal Endothelial,IZ 5,BMP6,ACVR1_BMPR2,0.01104440419111545,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 5.ACVR1_BMPR2,3.2975026056126175e-54,0.8190758539915172,0.638,0.128,9.737568271899164e-4,0.15407949994443118,0.375,0.2575
LSEC Zone 1,IZ 5,BMP6,ACVR1_BMPR2,0.013633914817410091,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 5.ACVR1_BMPR2,0.22885028473291041,-0.25640809524746855,0.622,0.659,9.737568271899164e-4,0.15407949994443118,0.375,0.2575
LSEC Zone 2&3 1,IZ 5,BMP6,ACVR1_BMPR2,0.011921860758405399,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 5.ACVR1_BMPR2,7.941910740148475e-26,0.8324193766623333,0.721,0.336,9.737568271899164e-4,0.15407949994443118,0.375,0.2575
LSEC Zone 2&3 2,IZ 5,BMP6,ACVR1_BMPR2,0.0245814476875833,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 5.ACVR1_BMPR2,5.903922037143978e-48,1.229513413575137,0.901,0.427,9.737568271899164e-4,0.15407949994443118,0.375,0.2575
LSEC Zone 2&3 3,IZ 5,BMP6,ACVR1_BMPR2,0.020721816470128575,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 5.ACVR1_BMPR2,2.7922119240983317e-41,1.1046377312495315,0.866,0.32,9.737568271899164e-4,0.15407949994443118,0.375,0.2575
Endothelial Progenitor,IZ 6,BMP6,ACVR1_BMPR2,0.007099301548633129,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,IZ 6.ACVR1_BMPR2,2.33953718582689e-7,0.4925117847388004,0.383,0.089,0.00554502979086398,0.34973670473134855,0.5565,0.34750000000000003
Portal Endothelial,IZ 6,BMP6,ACVR1_BMPR2,0.03526307814912996,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 6.ACVR1_BMPR2,3.2975026056126175e-54,0.8190758539915172,0.638,0.128,0.00554502979086398,0.34973670473134855,0.5565,0.34750000000000003
LSEC Zone 1,IZ 6,BMP6,ACVR1_BMPR2,0.04326306779557433,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 6.ACVR1_BMPR2,0.22885028473291041,-0.25640809524746855,0.622,0.659,0.00554502979086398,0.34973670473134855,0.5565,0.34750000000000003
LSEC Zone 2&3 1,IZ 6,BMP6,ACVR1_BMPR2,0.037984953105516146,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 6.ACVR1_BMPR2,7.941910740148475e-26,0.8324193766623333,0.721,0.336,0.00554502979086398,0.34973670473134855,0.5565,0.34750000000000003
LSEC Zone 2&3 2,IZ 6,BMP6,ACVR1_BMPR2,0.07602361115160329,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 6.ACVR1_BMPR2,5.903922037143978e-48,1.229513413575137,0.901,0.427,0.00554502979086398,0.34973670473134855,0.5565,0.34750000000000003
LSEC Zone 2&3 3,IZ 6,BMP6,ACVR1_BMPR2,0.06466499689286923,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 6.ACVR1_BMPR2,2.7922119240983317e-41,1.1046377312495315,0.866,0.32,0.00554502979086398,0.34973670473134855,0.5565,0.34750000000000003
Portal Endothelial,PP 1,BMP6,ACVR1_BMPR2,0.009311077036982808,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,PP 1.ACVR1_BMPR2,3.2975026056126175e-54,0.8190758539915172,0.638,0.128,4.819071897375139e-5,0.204610205680191,0.4115,0.22899999999999998
LSEC Zone 1,PP 1,BMP6,ACVR1_BMPR2,0.011494185560746448,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,PP 1.ACVR1_BMPR2,0.22885028473291041,-0.25640809524746855,0.622,0.659,4.819071897375139e-5,0.204610205680191,0.4115,0.22899999999999998
LSEC Zone 2&3 1,PP 1,BMP6,ACVR1_BMPR2,0.010050824111905648,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,PP 1.ACVR1_BMPR2,7.941910740148475e-26,0.8324193766623333,0.721,0.336,4.819071897375139e-5,0.204610205680191,0.4115,0.22899999999999998
LSEC Zone 2&3 2,PP 1,BMP6,ACVR1_BMPR2,0.02072359442293599,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,PP 1.ACVR1_BMPR2,5.903922037143978e-48,1.229513413575137,0.901,0.427,4.819071897375139e-5,0.204610205680191,0.4115,0.22899999999999998
LSEC Zone 2&3 3,PP 1,BMP6,ACVR1_BMPR2,0.017469700145055972,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,PP 1.ACVR1_BMPR2,2.7922119240983317e-41,1.1046377312495315,0.866,0.32,4.819071897375139e-5,0.204610205680191,0.4115,0.22899999999999998
Portal Endothelial,PP 2,BMP6,ACVR1_BMPR2,0.01598796335980487,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,PP 2.ACVR1_BMPR2,3.2975026056126175e-54,0.8190758539915172,0.638,0.128,2.2279036441893744e-7,0.28249279536774374,0.47900000000000004,0.257
