source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,source.ligand,target.receptor,ligand.pvalues,ligand.logFC,ligand.pct.1,ligand.pct.2,receptor.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2
Portal Endothelial,T/NK Cells,BMP6,ACVR1_BMPR2,0.020435949683504116,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,T/NK Cells.ACVR1_BMPR2,3.2975239313654355e-54,0.6654435850465714,63.775510204081634,12.77533039647577,1.9014867628362767e-7,0.2428469945416562,38.888888888888886,12.011173184357542
LSEC Zone 1,T/NK Cells,BMP6,ACVR1_BMPR2,0.02517645041549256,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,T/NK Cells.ACVR1_BMPR2,0.2288513082798082,-0.17728495981712467,62.244897959183675,65.86538461538461,1.9014867628362767e-7,0.2428469945416562,38.888888888888886,12.011173184357542
LSEC Zone 2&3 1,T/NK Cells,BMP6,ACVR1_BMPR2,0.022044419228305922,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,T/NK Cells.ACVR1_BMPR2,7.941910740148475e-26,0.6754756691449327,72.07392197125256,33.55263157894737,1.9014867628362767e-7,0.2428469945416562,38.888888888888886,12.011173184357542
LSEC Zone 2&3 2,T/NK Cells,BMP6,ACVR1_BMPR2,0.04500766154612461,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,T/NK Cells.ACVR1_BMPR2,5.904066441495007e-48,1.105980209072444,90.09009009009009,42.65734265734265,1.9014867628362767e-7,0.2428469945416562,38.888888888888886,12.011173184357542
LSEC Zone 2&3 3,T/NK Cells,BMP6,ACVR1_BMPR2,0.03805448991621823,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,T/NK Cells.ACVR1_BMPR2,2.7922119240983317e-41,1.0055451845166596,86.55660377358491,32,1.9014867628362767e-7,0.2428469945416562,38.888888888888886,12.011173184357542
Portal Endothelial,B/Plasma Cells,BMP6,ACVR1_BMPR2,0.011901497241693303,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,B/Plasma Cells.ACVR1_BMPR2,3.2975239313654355e-54,0.6654435850465714,63.775510204081634,12.77533039647577,0.0010507080432240058,0.16914948555138737,28.819444444444443,13.92857142857143
LSEC Zone 1,B/Plasma Cells,BMP6,ACVR1_BMPR2,0.014691964979280561,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,B/Plasma Cells.ACVR1_BMPR2,0.2288513082798082,-0.17728495981712467,62.244897959183675,65.86538461538461,0.0010507080432240058,0.16914948555138737,28.819444444444443,13.92857142857143
LSEC Zone 2&3 1,B/Plasma Cells,BMP6,ACVR1_BMPR2,0.012847048195334405,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,B/Plasma Cells.ACVR1_BMPR2,7.941910740148475e-26,0.6754756691449327,72.07392197125256,33.55263157894737,0.0010507080432240058,0.16914948555138737,28.819444444444443,13.92857142857143
LSEC Zone 2&3 2,B/Plasma Cells,BMP6,ACVR1_BMPR2,0.026489073270783075,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,B/Plasma Cells.ACVR1_BMPR2,5.904066441495007e-48,1.105980209072444,90.09009009009009,42.65734265734265,0.0010507080432240058,0.16914948555138737,28.819444444444443,13.92857142857143
LSEC Zone 2&3 3,B/Plasma Cells,BMP6,ACVR1_BMPR2,0.02232991814628637,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,B/Plasma Cells.ACVR1_BMPR2,2.7922119240983317e-41,1.0055451845166596,86.55660377358491,32,0.0010507080432240058,0.16914948555138737,28.819444444444443,13.92857142857143
Endothelial Progenitor,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.005808223865438296,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,2.3396008718673067e-7,0.32575324886169676,38.25136612021858,8.860759493670885,1.3971047741605702e-6,0.3155905922367379,51.162790697674424,29.960707269155204
Portal Endothelial,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.029049482436993006,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,3.2975239313654355e-54,0.6654435850465714,63.775510204081634,12.77533039647577,1.3971047741605702e-6,0.3155905922367379,51.162790697674424,29.960707269155204
LSEC Zone 1,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.0357152029455799,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,0.2288513082798082,-0.17728495981712467,62.244897959183675,65.86538461538461,1.3971047741605702e-6,0.3155905922367379,51.162790697674424,29.960707269155204
LSEC Zone 2&3 1,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.03131423211395196,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,7.941910740148475e-26,0.6754756691449327,72.07392197125256,33.55263157894737,1.3971047741605702e-6,0.3155905922367379,51.162790697674424,29.960707269155204
LSEC Zone 2&3 2,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.06330855902234196,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,5.904066441495007e-48,1.105980209072444,90.09009009009009,42.65734265734265,1.3971047741605702e-6,0.3155905922367379,51.162790697674424,29.960707269155204
LSEC Zone 2&3 3,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.053687048901233235,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,2.7922119240983317e-41,1.0055451845166596,86.55660377358491,32,1.3971047741605702e-6,0.3155905922367379,51.162790697674424,29.960707269155204
Portal Endothelial,IZ 1,BMP6,ACVR1_BMPR2,0.009311077036982808,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 1.ACVR1_BMPR2,3.2975239313654355e-54,0.6654435850465714,63.775510204081634,12.77533039647577,7.957629170540053e-7,0.18788960809766342,43.77622377622377,24.71590909090909
LSEC Zone 1,IZ 1,BMP6,ACVR1_BMPR2,0.011494185560746448,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 1.ACVR1_BMPR2,0.2288513082798082,-0.17728495981712467,62.244897959183675,65.86538461538461,7.957629170540053e-7,0.18788960809766342,43.77622377622377,24.71590909090909
LSEC Zone 2&3 1,IZ 1,BMP6,ACVR1_BMPR2,0.010050824111905648,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 1.ACVR1_BMPR2,7.941910740148475e-26,0.6754756691449327,72.07392197125256,33.55263157894737,7.957629170540053e-7,0.18788960809766342,43.77622377622377,24.71590909090909
LSEC Zone 2&3 2,IZ 1,BMP6,ACVR1_BMPR2,0.02072359442293599,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 1.ACVR1_BMPR2,5.904066441495007e-48,1.105980209072444,90.09009009009009,42.65734265734265,7.957629170540053e-7,0.18788960809766342,43.77622377622377,24.71590909090909
LSEC Zone 2&3 3,IZ 1,BMP6,ACVR1_BMPR2,0.017469700145055972,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 1.ACVR1_BMPR2,2.7922119240983317e-41,1.0055451845166596,86.55660377358491,32,7.957629170540053e-7,0.18788960809766342,43.77622377622377,24.71590909090909
Portal Endothelial,IZ 2,BMP6,ACVR1_BMPR2,0.01598796335980487,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 2.ACVR1_BMPR2,3.2975239313654355e-54,0.6654435850465714,63.775510204081634,12.77533039647577,8.603051954629084e-20,0.24302919634534798,46.86131386861314,22.884615384615383
LSEC Zone 1,IZ 2,BMP6,ACVR1_BMPR2,0.019696670475644846,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 2.ACVR1_BMPR2,0.2288513082798082,-0.17728495981712467,62.244897959183675,65.86538461538461,8.603051954629084e-20,0.24302919634534798,46.86131386861314,22.884615384615383
LSEC Zone 2&3 1,IZ 2,BMP6,ACVR1_BMPR2,0.017246341489812276,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 2.ACVR1_BMPR2,7.941910740148475e-26,0.6754756691449327,72.07392197125256,33.55263157894737,8.603051954629084e-20,0.24302919634534798,46.86131386861314,22.884615384615383
LSEC Zone 2&3 2,IZ 2,BMP6,ACVR1_BMPR2,0.03521151964328744,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 2.ACVR1_BMPR2,5.904066441495007e-48,1.105980209072444,90.09009009009009,42.65734265734265,8.603051954629084e-20,0.24302919634534798,46.86131386861314,22.884615384615383
LSEC Zone 2&3 3,IZ 2,BMP6,ACVR1_BMPR2,0.02977174048082885,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 2.ACVR1_BMPR2,2.7922119240983317e-41,1.0055451845166596,86.55660377358491,32,8.603051954629084e-20,0.24302919634534798,46.86131386861314,22.884615384615383
Portal Endothelial,IZ 3,BMP6,ACVR1_BMPR2,0.014836581142063631,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 3.ACVR1_BMPR2,3.2975239313654355e-54,0.6654435850465714,63.775510204081634,12.77533039647577,5.726323443691404e-6,0.1560543537276719,43.421052631578945,29.456521739130437
LSEC Zone 1,IZ 3,BMP6,ACVR1_BMPR2,0.018278203618797912,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 3.ACVR1_BMPR2,0.2288513082798082,-0.17728495981712467,62.244897959183675,65.86538461538461,5.726323443691404e-6,0.1560543537276719,43.421052631578945,29.456521739130437
LSEC Zone 2&3 1,IZ 3,BMP6,ACVR1_BMPR2,0.016004336459804175,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 3.ACVR1_BMPR2,7.941910740148475e-26,0.6754756691449327,72.07392197125256,33.55263157894737,5.726323443691404e-6,0.1560543537276719,43.421052631578945,29.456521739130437
LSEC Zone 2&3 2,IZ 3,BMP6,ACVR1_BMPR2,0.03267574215465162,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 3.ACVR1_BMPR2,5.904066441495007e-48,1.105980209072444,90.09009009009009,42.65734265734265,5.726323443691404e-6,0.1560543537276719,43.421052631578945,29.456521739130437
LSEC Zone 2&3 3,IZ 3,BMP6,ACVR1_BMPR2,0.027627711763136584,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 3.ACVR1_BMPR2,2.7922119240983317e-41,1.0055451845166596,86.55660377358491,32,5.726323443691404e-6,0.1560543537276719,43.421052631578945,29.456521739130437
Portal Endothelial,IZ 4,BMP6,ACVR1_BMPR2,0.009082220469902732,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 4.ACVR1_BMPR2,3.2975239313654355e-54,0.6654435850465714,63.775510204081634,12.77533039647577,6.144236075680807e-8,0.1789594913565965,44.056463595839524,25.185185185185187
LSEC Zone 1,IZ 4,BMP6,ACVR1_BMPR2,0.011211670461970483,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 4.ACVR1_BMPR2,0.2288513082798082,-0.17728495981712467,62.244897959183675,65.86538461538461,6.144236075680807e-8,0.1789594913565965,44.056463595839524,25.185185185185187
LSEC Zone 2&3 1,IZ 4,BMP6,ACVR1_BMPR2,0.009803785332885756,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 4.ACVR1_BMPR2,7.941910740148475e-26,0.6754756691449327,72.07392197125256,33.55263157894737,6.144236075680807e-8,0.1789594913565965,44.056463595839524,25.185185185185187
LSEC Zone 2&3 2,IZ 4,BMP6,ACVR1_BMPR2,0.02021423007568,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 4.ACVR1_BMPR2,5.904066441495007e-48,1.105980209072444,90.09009009009009,42.65734265734265,6.144236075680807e-8,0.1789594913565965,44.056463595839524,25.185185185185187
LSEC Zone 2&3 3,IZ 4,BMP6,ACVR1_BMPR2,0.017040313127073423,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 4.ACVR1_BMPR2,2.7922119240983317e-41,1.0055451845166596,86.55660377358491,32,6.144236075680807e-8,0.1789594913565965,44.056463595839524,25.185185185185187
Portal Endothelial,IZ 5,BMP6,ACVR1_BMPR2,0.01104440419111545,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 5.ACVR1_BMPR2,3.2975239313654355e-54,0.6654435850465714,63.775510204081634,12.77533039647577,9.737571361392141e-4,0.11896584357708419,37.52310536044362,25.752508361204015
LSEC Zone 1,IZ 5,BMP6,ACVR1_BMPR2,0.013633914817410091,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 5.ACVR1_BMPR2,0.2288513082798082,-0.17728495981712467,62.244897959183675,65.86538461538461,9.737571361392141e-4,0.11896584357708419,37.52310536044362,25.752508361204015
LSEC Zone 2&3 1,IZ 5,BMP6,ACVR1_BMPR2,0.011921860758405399,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 5.ACVR1_BMPR2,7.941910740148475e-26,0.6754756691449327,72.07392197125256,33.55263157894737,9.737571361392141e-4,0.11896584357708419,37.52310536044362,25.752508361204015
LSEC Zone 2&3 2,IZ 5,BMP6,ACVR1_BMPR2,0.0245814476875833,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 5.ACVR1_BMPR2,5.904066441495007e-48,1.105980209072444,90.09009009009009,42.65734265734265,9.737571361392141e-4,0.11896584357708419,37.52310536044362,25.752508361204015
LSEC Zone 2&3 3,IZ 5,BMP6,ACVR1_BMPR2,0.020721816470128575,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 5.ACVR1_BMPR2,2.7922119240983317e-41,1.0055451845166596,86.55660377358491,32,9.737571361392141e-4,0.11896584357708419,37.52310536044362,25.752508361204015
Endothelial Progenitor,IZ 6,BMP6,ACVR1_BMPR2,0.007099301548633129,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,IZ 6.ACVR1_BMPR2,2.3396008718673067e-7,0.32575324886169676,38.25136612021858,8.860759493670885,0.005545032184742129,0.2552366645331827,55.6872037914692,34.72906403940887
Portal Endothelial,IZ 6,BMP6,ACVR1_BMPR2,0.03526307814912996,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 6.ACVR1_BMPR2,3.2975239313654355e-54,0.6654435850465714,63.775510204081634,12.77533039647577,0.005545032184742129,0.2552366645331827,55.6872037914692,34.72906403940887
LSEC Zone 1,IZ 6,BMP6,ACVR1_BMPR2,0.04326306779557433,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 6.ACVR1_BMPR2,0.2288513082798082,-0.17728495981712467,62.244897959183675,65.86538461538461,0.005545032184742129,0.2552366645331827,55.6872037914692,34.72906403940887
LSEC Zone 2&3 1,IZ 6,BMP6,ACVR1_BMPR2,0.037984953105516146,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 6.ACVR1_BMPR2,7.941910740148475e-26,0.6754756691449327,72.07392197125256,33.55263157894737,0.005545032184742129,0.2552366645331827,55.6872037914692,34.72906403940887
LSEC Zone 2&3 2,IZ 6,BMP6,ACVR1_BMPR2,0.07602361115160329,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 6.ACVR1_BMPR2,5.904066441495007e-48,1.105980209072444,90.09009009009009,42.65734265734265,0.005545032184742129,0.2552366645331827,55.6872037914692,34.72906403940887
LSEC Zone 2&3 3,IZ 6,BMP6,ACVR1_BMPR2,0.06466499689286923,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 6.ACVR1_BMPR2,2.7922119240983317e-41,1.0055451845166596,86.55660377358491,32,0.005545032184742129,0.2552366645331827,55.6872037914692,34.72906403940887
Portal Endothelial,PP 1,BMP6,ACVR1_BMPR2,0.009311077036982808,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,PP 1.ACVR1_BMPR2,3.2975239313654355e-54,0.6654435850465714,63.775510204081634,12.77533039647577,4.819072460556372e-5,0.169765794695569,41.1764705882353,22.864768683274022
LSEC Zone 1,PP 1,BMP6,ACVR1_BMPR2,0.011494185560746448,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,PP 1.ACVR1_BMPR2,0.2288513082798082,-0.17728495981712467,62.244897959183675,65.86538461538461,4.819072460556372e-5,0.169765794695569,41.1764705882353,22.864768683274022
LSEC Zone 2&3 1,PP 1,BMP6,ACVR1_BMPR2,0.010050824111905648,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,PP 1.ACVR1_BMPR2,7.941910740148475e-26,0.6754756691449327,72.07392197125256,33.55263157894737,4.819072460556372e-5,0.169765794695569,41.1764705882353,22.864768683274022
