source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,source.ligand,target.receptor,ligand.pvalues,ligand.logFC,ligand.pct.1,ligand.pct.2,receptor.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2
Portal Endothelial,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.05936431862596623,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,1.5893823784317269e-28,0.7285419471043375,0.632,0.156,6.822186020171028e-4,-0.17773226519676932,0.265,0.125
LSEC Zone 1,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.06115450422138649,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,0.002060173214486943,-1.1190781406318004,0.629,0.695,6.822186020171028e-4,-0.17773226519676932,0.265,0.125
LSEC Zone 2&3 1,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.06598796228028608,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,2.4952106633362924e-11,0.4467426457095598,0.71,0.278,6.822186020171028e-4,-0.17773226519676932,0.265,0.125
LSEC Zone 2&3 2,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.09793744597327635,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,2.7812369205649525e-14,0.4260634108919956,0.915,0.534,6.822186020171028e-4,-0.17773226519676932,0.265,0.125
LSEC Zone 2&3 3,HSC/Fibroblasts,BMP6,ACVR1_BMPR2,0.09219102859072359,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,HSC/Fibroblasts.ACVR1_BMPR2,5.2038931449701296e-17,0.6501631501791474,0.833,0.356,6.822186020171028e-4,-0.17773226519676932,0.265,0.125
Portal Endothelial,Cholangiocytes,BMP6,ACVR1_BMPR2,0.03484606310501937,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,Cholangiocytes.ACVR1_BMPR2,1.5893823784317269e-28,0.7285419471043375,0.632,0.156,0.6136129256356626,-0.2991903422608132,0.389,0.3405
LSEC Zone 1,Cholangiocytes,BMP6,ACVR1_BMPR2,0.03592189361797359,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,Cholangiocytes.ACVR1_BMPR2,0.002060173214486943,-1.1190781406318004,0.629,0.695,0.6136129256356626,-0.2991903422608132,0.389,0.3405
LSEC Zone 2&3 1,Cholangiocytes,BMP6,ACVR1_BMPR2,0.03883411377597483,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,Cholangiocytes.ACVR1_BMPR2,2.4952106633362924e-11,0.4467426457095598,0.71,0.278,0.6136129256356626,-0.2991903422608132,0.389,0.3405
LSEC Zone 2&3 2,Cholangiocytes,BMP6,ACVR1_BMPR2,0.058363721702060646,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,Cholangiocytes.ACVR1_BMPR2,2.7812369205649525e-14,0.4260634108919956,0.915,0.534,0.6136129256356626,-0.2991903422608132,0.389,0.3405
LSEC Zone 2&3 3,Cholangiocytes,BMP6,ACVR1_BMPR2,0.054814869673581214,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,Cholangiocytes.ACVR1_BMPR2,5.2038931449701296e-17,0.6501631501791474,0.833,0.356,0.6136129256356626,-0.2991903422608132,0.389,0.3405
Portal Endothelial,IZ 1,BMP6,ACVR1_BMPR2,0.01862663115563708,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 1.ACVR1_BMPR2,1.5893823784317269e-28,0.7285419471043375,0.632,0.156,0.32885979301569374,-0.330815800320647,0.427,0.276
LSEC Zone 1,IZ 1,BMP6,ACVR1_BMPR2,0.019206783519895684,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 1.ACVR1_BMPR2,0.002060173214486943,-1.1190781406318004,0.629,0.695,0.32885979301569374,-0.330815800320647,0.427,0.276
LSEC Zone 2&3 1,IZ 1,BMP6,ACVR1_BMPR2,0.020778767834999413,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 1.ACVR1_BMPR2,2.4952106633362924e-11,0.4467426457095598,0.71,0.278,0.32885979301569374,-0.330815800320647,0.427,0.276
LSEC Zone 2&3 2,IZ 1,BMP6,ACVR1_BMPR2,0.031379105206368677,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 1.ACVR1_BMPR2,2.7812369205649525e-14,0.4260634108919956,0.915,0.534,0.32885979301569374,-0.330815800320647,0.427,0.276
LSEC Zone 2&3 3,IZ 1,BMP6,ACVR1_BMPR2,0.02944524762384176,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 1.ACVR1_BMPR2,5.2038931449701296e-17,0.6501631501791474,0.833,0.356,0.32885979301569374,-0.330815800320647,0.427,0.276
Portal Endothelial,IZ 2,BMP6,ACVR1_BMPR2,0.031725576367778396,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 2.ACVR1_BMPR2,1.5893823784317269e-28,0.7285419471043375,0.632,0.156,2.1917233398573887e-4,-0.25998656933225817,0.47,0.256
LSEC Zone 1,IZ 2,BMP6,ACVR1_BMPR2,0.03269627723990631,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 2.ACVR1_BMPR2,0.002060173214486943,-1.1190781406318004,0.629,0.695,2.1917233398573887e-4,-0.25998656933225817,0.47,0.256
LSEC Zone 2&3 1,IZ 2,BMP6,ACVR1_BMPR2,0.03532130111816268,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 2.ACVR1_BMPR2,2.4952106633362924e-11,0.4467426457095598,0.71,0.278,2.1917233398573887e-4,-0.25998656933225817,0.47,0.256
LSEC Zone 2&3 2,IZ 2,BMP6,ACVR1_BMPR2,0.05282681979021413,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 2.ACVR1_BMPR2,2.7812369205649525e-14,0.4260634108919956,0.915,0.534,2.1917233398573887e-4,-0.25998656933225817,0.47,0.256
LSEC Zone 2&3 3,IZ 2,BMP6,ACVR1_BMPR2,0.049658415945829947,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 2.ACVR1_BMPR2,5.2038931449701296e-17,0.6501631501791474,0.833,0.356,2.1917233398573887e-4,-0.25998656933225817,0.47,0.256
Portal Endothelial,IZ 3,BMP6,ACVR1_BMPR2,0.031567301217295875,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 3.ACVR1_BMPR2,1.5893823784317269e-28,0.7285419471043375,0.632,0.156,0.3493435595040995,-0.3897087285905271,0.46699999999999997,0.3165
LSEC Zone 1,IZ 3,BMP6,ACVR1_BMPR2,0.03253219898551349,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 3.ACVR1_BMPR2,0.002060173214486943,-1.1190781406318004,0.629,0.695,0.3493435595040995,-0.3897087285905271,0.46699999999999997,0.3165
LSEC Zone 2&3 1,IZ 3,BMP6,ACVR1_BMPR2,0.03514124447336429,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 3.ACVR1_BMPR2,2.4952106633362924e-11,0.4467426457095598,0.71,0.278,0.3493435595040995,-0.3897087285905271,0.46699999999999997,0.3165
LSEC Zone 2&3 2,IZ 3,BMP6,ACVR1_BMPR2,0.05252956281516411,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 3.ACVR1_BMPR2,2.7812369205649525e-14,0.4260634108919956,0.915,0.534,0.3493435595040995,-0.3897087285905271,0.46699999999999997,0.3165
LSEC Zone 2&3 3,IZ 3,BMP6,ACVR1_BMPR2,0.049383743100557986,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 3.ACVR1_BMPR2,5.2038931449701296e-17,0.6501631501791474,0.833,0.356,0.3493435595040995,-0.3897087285905271,0.46699999999999997,0.3165
Portal Endothelial,IZ 4,BMP6,ACVR1_BMPR2,0.020623378845027424,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 4.ACVR1_BMPR2,1.5893823784317269e-28,0.7285419471043375,0.632,0.156,0.1285834485766148,-0.3410219791906364,0.4455,0.2905
LSEC Zone 1,IZ 4,BMP6,ACVR1_BMPR2,0.021265117324206707,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 4.ACVR1_BMPR2,0.002060173214486943,-1.1190781406318004,0.629,0.695,0.1285834485766148,-0.3410219791906364,0.4455,0.2905
LSEC Zone 2&3 1,IZ 4,BMP6,ACVR1_BMPR2,0.023003792132617752,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 4.ACVR1_BMPR2,2.4952106633362924e-11,0.4467426457095598,0.71,0.278,0.1285834485766148,-0.3410219791906364,0.4455,0.2905
LSEC Zone 2&3 2,IZ 4,BMP6,ACVR1_BMPR2,0.03472117242523257,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 4.ACVR1_BMPR2,2.7812369205649525e-14,0.4260634108919956,0.915,0.534,0.1285834485766148,-0.3410219791906364,0.4455,0.2905
LSEC Zone 2&3 3,IZ 4,BMP6,ACVR1_BMPR2,0.032584437268288254,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 4.ACVR1_BMPR2,5.2038931449701296e-17,0.6501631501791474,0.833,0.356,0.1285834485766148,-0.3410219791906364,0.4455,0.2905
Portal Endothelial,IZ 5,BMP6,ACVR1_BMPR2,0.02362427151130926,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 5.ACVR1_BMPR2,1.5893823784317269e-28,0.7285419471043375,0.632,0.156,0.31337330952524534,-0.37255597315920197,0.4185,0.2915
LSEC Zone 1,IZ 5,BMP6,ACVR1_BMPR2,0.024361950460457377,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 5.ACVR1_BMPR2,0.002060173214486943,-1.1190781406318004,0.629,0.695,0.31337330952524534,-0.37255597315920197,0.4185,0.2915
LSEC Zone 2&3 1,IZ 5,BMP6,ACVR1_BMPR2,0.026361338495949786,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 5.ACVR1_BMPR2,2.4952106633362924e-11,0.4467426457095598,0.71,0.278,0.31337330952524534,-0.37255597315920197,0.4185,0.2915
LSEC Zone 2&3 2,IZ 5,BMP6,ACVR1_BMPR2,0.03986550896605581,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 5.ACVR1_BMPR2,2.7812369205649525e-14,0.4260634108919956,0.915,0.534,0.31337330952524534,-0.37255597315920197,0.4185,0.2915
LSEC Zone 2&3 3,IZ 5,BMP6,ACVR1_BMPR2,0.03739906859625501,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 5.ACVR1_BMPR2,5.2038931449701296e-17,0.6501631501791474,0.833,0.356,0.31337330952524534,-0.37255597315920197,0.4185,0.2915
Endothelial Progenitor,IZ 6,BMP6,ACVR1_BMPR2,0.008793028992024086,0.03,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Endothelial Progenitor.BMP6,IZ 6.ACVR1_BMPR2,0.0027884211107625984,0.360732631768953,0.475,0.143,0.05304041881537457,-0.559176885064729,0.472,0.442
Portal Endothelial,IZ 6,BMP6,ACVR1_BMPR2,0.04029364570001596,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,IZ 6.ACVR1_BMPR2,1.5893823784317269e-28,0.7285419471043375,0.632,0.156,0.05304041881537457,-0.559176885064729,0.472,0.442
LSEC Zone 1,IZ 6,BMP6,ACVR1_BMPR2,0.041521744391019424,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,IZ 6.ACVR1_BMPR2,0.002060173214486943,-1.1190781406318004,0.629,0.695,0.05304041881537457,-0.559176885064729,0.472,0.442
LSEC Zone 2&3 1,IZ 6,BMP6,ACVR1_BMPR2,0.04484142892081753,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,IZ 6.ACVR1_BMPR2,2.4952106633362924e-11,0.4467426457095598,0.71,0.278,0.05304041881537457,-0.559176885064729,0.472,0.442
LSEC Zone 2&3 2,IZ 6,BMP6,ACVR1_BMPR2,0.06692696311014738,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,IZ 6.ACVR1_BMPR2,2.7812369205649525e-14,0.4260634108919956,0.915,0.534,0.05304041881537457,-0.559176885064729,0.472,0.442
LSEC Zone 2&3 3,IZ 6,BMP6,ACVR1_BMPR2,0.06293635197091157,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,IZ 6.ACVR1_BMPR2,5.2038931449701296e-17,0.6501631501791474,0.833,0.356,0.05304041881537457,-0.559176885064729,0.472,0.442
Portal Endothelial,PP 1,BMP6,ACVR1_BMPR2,0.01965313687106707,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,PP 1.ACVR1_BMPR2,1.5893823784317269e-28,0.7285419471043375,0.632,0.156,0.142772367185274,-0.4133733071847134,0.4395,0.32
LSEC Zone 1,PP 1,BMP6,ACVR1_BMPR2,0.02026453569336513,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,PP 1.ACVR1_BMPR2,0.002060173214486943,-1.1190781406318004,0.629,0.695,0.142772367185274,-0.4133733071847134,0.4395,0.32
LSEC Zone 2&3 1,PP 1,BMP6,ACVR1_BMPR2,0.021920965611153528,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,PP 1.ACVR1_BMPR2,2.4952106633362924e-11,0.4467426457095598,0.71,0.278,0.142772367185274,-0.4133733071847134,0.4395,0.32
LSEC Zone 2&3 2,PP 1,BMP6,ACVR1_BMPR2,0.03308236010899753,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,PP 1.ACVR1_BMPR2,2.7812369205649525e-14,0.4260634108919956,0.915,0.534,0.142772367185274,-0.4133733071847134,0.4395,0.32
LSEC Zone 2&3 3,PP 1,BMP6,ACVR1_BMPR2,0.03104723511491141,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,PP 1.ACVR1_BMPR2,5.2038931449701296e-17,0.6501631501791474,0.833,0.356,0.142772367185274,-0.4133733071847134,0.4395,0.32
Portal Endothelial,PP 2,BMP6,ACVR1_BMPR2,0.03071850515586899,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,PP 2.ACVR1_BMPR2,1.5893823784317269e-28,0.7285419471043375,0.632,0.156,0.11683242550928234,-0.2976688106773966,0.484,0.3415
LSEC Zone 1,PP 2,BMP6,ACVR1_BMPR2,0.03165742298071506,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,PP 2.ACVR1_BMPR2,0.002060173214486943,-1.1190781406318004,0.629,0.695,0.11683242550928234,-0.2976688106773966,0.484,0.3415
LSEC Zone 2&3 1,PP 2,BMP6,ACVR1_BMPR2,0.03419620923245561,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 1.BMP6,PP 2.ACVR1_BMPR2,2.4952106633362924e-11,0.4467426457095598,0.71,0.278,0.11683242550928234,-0.2976688106773966,0.484,0.3415
LSEC Zone 2&3 2,PP 2,BMP6,ACVR1_BMPR2,0.05111588454524158,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 2.BMP6,PP 2.ACVR1_BMPR2,2.7812369205649525e-14,0.4260634108919956,0.915,0.534,0.11683242550928234,-0.2976688106773966,0.484,0.3415
LSEC Zone 2&3 3,PP 2,BMP6,ACVR1_BMPR2,0.048054900133807366,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 2&3 3.BMP6,PP 2.ACVR1_BMPR2,5.2038931449701296e-17,0.6501631501791474,0.833,0.356,0.11683242550928234,-0.2976688106773966,0.484,0.3415
Portal Endothelial,PP 3,BMP6,ACVR1_BMPR2,0.03680899318191911,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,Portal Endothelial.BMP6,PP 3.ACVR1_BMPR2,1.5893823784317269e-28,0.7285419471043375,0.632,0.156,0.06186466152623949,-0.15259965153918653,0.575,0.3895
LSEC Zone 1,PP 3,BMP6,ACVR1_BMPR2,0.03793078698359439,0,BMP6_ACVR1_BMPR2,BMP6 - (ACVR1+BMPR2),BMP,Secreted Signaling,KEGG: hsa04350; PMID:26893264,Normal,LSEC Zone 1.BMP6,PP 3.ACVR1_BMPR2,0.002060173214486943,-1.1190781406318004,0.629,0.695,0.06186466152623949,-0.15259965153918653,0.575,0.3895
